completed_at,merchant,category,amount,first,last,gender,street,city,state,role,currency
2020-03-29T06:40:56,Kling Inc,gas_transport,45.2,Melissa,Krause,F,67632 Martin Gateway,Fordoche,LA,Community education officer,CAD
2019-10-23T08:16:11,"Moore, Dibbert and Koepp",misc_net,81.95,Peter,Caldwell,M,08966 Beltran Route Suite 905,Oaks,PA,Oceanographer,CAD
2019-05-12T12:14:14,Schuppe-Schuppe,food_dining,5.02,Samuel,Johnston,M,16285 Jessica Lights,Birmingham,AL,Musician,CAD
2019-02-19T10:51:35,Kutch LLC,gas_transport,42.91,Nathan,Mayer,M,478 Donovan Corners Apt. 803,Schaumburg,IL,Claims inspector/assessor,USD
2019-12-09T21:17:47,Kris-Kertzmann,travel,1.7,Dale,Smith,M,25036 Contreras Turnpike Suite 270,Purmela,TX,Web designer,CAD
2019-02-03T06:01:27,"Daugherty, Pouros and Beahan",shopping_pos,151.75,Morgan,Murray,F,2788 Brittney Island,Blairstown,MO,Agricultural consultant,CAD
2020-05-09T03:49:24,Barton Inc,grocery_pos,81.61,John,Stevens,M,428 Morgan River,Hudson,NY,Travel agency manager,USD
2019-12-30T08:38:45,"Christiansen, Goyette and Schamberger",gas_transport,52.56,Charles,Robles,M,3337 Lisa Divide,Saint Petersburg,FL,"Engineer, land",CAD
2020-05-14T16:51:01,Monahan-Morar,personal_care,74.79,Jeffrey,Smith,M,713 Scott Pike Apt. 712,Bridger,MT,Chartered loss adjuster,CAD
2019-06-15T19:17:44,Stark-Koss,home,69.52,Christopher,Castaneda,M,1632 Cohen Drive Suite 639,High Rolls Mountain Park,NM,Naval architect,USD
2019-05-20T08:53:23,Williamson LLC,misc_pos,6.06,Vincent,Waller,M,9379 Vanessa Run Apt. 400,Lohrville,IA,Administrator,CAD
2019-08-21T14:35:17,Kihn-Schuster,food_dining,48.35,David,Rodriguez,M,821 Solis Points,Muskegon,MI,Historic buildings inspector/conservation officer,USD
2019-08-11T02:56:29,Mante Group,misc_net,28.5,Ashley,Cabrera,F,94225 Smith Springs Apt. 617,Vero Beach,FL,"Librarian, public",CAD
2020-05-01T22:34:19,Langworth LLC,personal_care,6.03,Kayla,Jones,F,6033 Young Track Suite 804,East Canaan,CT,Comptroller,CAD
2019-04-04T22:21:01,Erdman-Durgan,health_fitness,24.67,Rachel,Lowe,F,372 Jeffrey Course,Sutherland,NE,Insurance broker,CAD
2019-05-29T06:02:14,Smitham-Schiller,grocery_net,53.04,Bradley,Martinez,M,3426 David Divide Suite 717,Burns Flat,OK,Politician's assistant,CAD
2019-01-28T23:51:46,Dibbert-Green,entertainment,17.09,Willie,Jordan,M,529 West Key,Spearsville,LA,"Psychologist, forensic",USD
2019-06-20T15:34:31,Nader-Maggio,personal_care,5.47,Kayla,Obrien,F,7921 Robert Port Suite 343,Prairie Hill,TX,Barrister,CAD
2019-05-15T07:03:01,Corwin-Collins,gas_transport,64.84,Sara,Ramirez,F,23843 Scott Island,Birmingham,IA,Camera operator,CAD
2019-08-05T21:58:23,"Graham, Hegmann and Hammes",food_dining,179.5,Christopher,Henry,M,1198 Robert Stravenue Apt. 479,Armonk,NY,Television/film/video producer,CAD
2019-01-29T07:25:01,"Kerluke, Kertzmann and Wiza",misc_net,2.54,Richard,Carter,M,5097 Martin Ridges,Minneapolis,MN,Chemical engineer,USD
2019-02-02T17:45:27,"Weimann, Kuhic and Beahan",shopping_pos,2.46,Drew,Garcia,M,70858 Jasmine Meadows Apt. 135,Lima,OH,"Copywriter, advertising",CAD
2019-08-03T17:33:55,"Baumbach, Strosin and Nicolas",shopping_pos,2.85,Adam,Stark,M,0912 Mark Fields Apt. 080,Mc Veytown,PA,Nutritional therapist,CAD
2020-06-05T02:48:48,Bins-Rice,gas_transport,52.23,Morgan,Murray,F,2788 Brittney Island,Blairstown,MO,Agricultural consultant,CAD
2020-03-24T13:53:23,Ruecker-Mayert,kids_pets,47.19,Jose,Vasquez,M,572 Davis Mountains,Lake Jackson,TX,Futures trader,USD
2019-07-10T00:41:55,"Osinski, Ledner and Leuschke",grocery_pos,201.52,Jennifer,Banks,F,561 Perry Cove,Moravian Falls,NC,"Psychologist, counselling",CAD
2019-07-17T12:52:34,Bins-Tillman,entertainment,78.82,Christian,Roman,M,495 Fisher Throughway,Grand Junction,TN,Clothing/textile technologist,CAD
2019-01-26T18:14:01,Fritsch and Sons,health_fitness,35.62,Sandra,Davies,F,31954 Eugene Lane Suite 572,Dexter,KS,"Buyer, industrial",USD
2019-12-10T14:35:43,Rau-Robel,kids_pets,8.27,Kayla,Jones,F,6033 Young Track Suite 804,East Canaan,CT,Comptroller,CAD
2019-09-28T13:34:15,Kuhn Group,food_dining,16.89,Tara,Richards,F,4879 Cristina Station,Keisterville,PA,Systems developer,USD
2019-05-06T23:33:29,Feil-Morar,health_fitness,78.06,Joseph,Davis,M,941 Adam Stravenue,Nazareth,TX,Petroleum engineer,CAD
2019-10-23T08:16:38,Bins-Rice,gas_transport,46.6,James,Reese,M,26975 Richardson Mills Apt. 402,Sontag,MS,"Librarian, academic",CAD
2019-09-22T13:49:10,Mohr Inc,shopping_pos,367.25,Amanda,Molina,F,8425 Daniel Knolls Suite 288,Philadelphia,PA,Commercial horticulturist,CAD
2019-09-22T17:58:13,Watsica LLC,personal_care,200.66,Connie,Carroll,F,872 Justin Views Suite 746,Duncan,MS,Trading standards officer,CAD
2019-03-23T14:36:10,Rau-Robel,kids_pets,60.74,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,"Exhibitions officer, museum/gallery",USD
2020-03-17T13:48:12,"Denesik, Powlowski and Pouros",home,133.59,Kaitlyn,Newman,F,098 Stewart Hill,Slayden,TN,Prison officer,USD
2019-11-24T17:54:44,"Heathcote, Yost and Kertzmann",shopping_net,16.82,Kenneth,Sanchez,M,0110 Ashley Forest,Tekoa,WA,Clothing/textile technologist,CAD
2020-01-20T23:50:56,Rippin-VonRueden,health_fitness,28.27,Charles,Preston,M,5364 William Harbor,Seneca,WI,Quantity surveyor,CAD
2020-01-14T21:22:35,"Gottlieb, Considine and Schultz",shopping_net,2.68,William,Fitzgerald,M,715 Courtney Pike Suite 932,Keller,TX,Probation officer,CAD
2019-06-22T21:18:41,"Stanton, Jakubowski and Baumbach",shopping_net,5.64,Daniel,Briggs,M,7118 Jessica Unions Apt. 789,Moriarty,NM,"Therapist, art",CAD
2019-03-11T15:27:02,Kassulke Inc,entertainment,114.94,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,"Surveyor, minerals",CAD
2019-07-08T00:42:47,Rau and Sons,grocery_pos,92.26,Cassandra,Sanders,F,78117 George Mountains,Paauilo,HI,"Scientist, research (maths)",CAD
2020-01-26T00:14:48,"Swaniawski, Lowe and Robel",shopping_pos,6.38,Daniel,Martinez,M,8510 Acevedo Burgs,Kent,OR,Museum education officer,USD
2019-12-15T23:19:04,Gaylord-Powlowski,home,6.58,Gary,Hall,M,69085 Short Shores,Allentown,NY,Radio producer,USD
2019-01-14T05:08:14,Denesik and Sons,shopping_pos,7.72,Terrance,Mckinney,M,42965 Christopher Fords Suite 659,Norman,AR,Magazine features editor,USD
2019-01-03T22:43:46,Donnelly LLC,entertainment,51.5,Bradley,Anderson,M,3896 Gilmore Mill,Emmons,MN,Communications engineer,CAD
2019-12-08T01:54:38,Corwin-Collins,gas_transport,52.82,Lindsay,Wilson,F,7618 Gonzales Mission,Centerview,MO,Electronics engineer,CAD
2019-08-18T19:26:55,Bauch-Blanda,entertainment,43.23,Rebecca,Erickson,F,594 Berry Lights Apt. 392,Wilmington,NC,English as a second language teacher,USD
2019-12-07T06:09:01,"Raynor, Reinger and Hagenes",gas_transport,45.9,Heather,Stanton,F,445 Jerry Lights Apt. 081,Republic,MI,Armed forces training and education officer,USD
2019-04-24T22:40:20,Lind-Buckridge,entertainment,21.17,Cesar,Smith,M,901 Ariel Points,Jefferson,NY,Diagnostic radiographer,USD
2020-05-03T08:54:00,"Roob, Conn and Tremblay",shopping_pos,144.64,Bryan,Pugh,M,6366 French Field,Margaretville,NY,Environmental health practitioner,CAD
2019-06-13T01:15:20,Ledner-Pfannerstill,gas_transport,65.9,Teresa,Blankenship,F,6638 Lucero Mill Suite 952,Karnack,TX,Chiropodist,CAD
2020-01-22T07:18:11,Jast Ltd,shopping_net,102.11,Robert,Goodman,M,956 Paul Fields Suite 108,Orr,MN,Horticultural therapist,CAD
2020-04-25T01:13:38,Heathcote LLC,shopping_net,95.05,John,Nichols,M,862 Anderson Highway,Bryant,WI,Information systems manager,CAD
2020-03-17T08:00:11,"Schoen, Kuphal and Nitzsche",grocery_pos,46.56,Robert,Martinez,M,3683 Parrish Circles,Pueblo,CO,Further education lecturer,CAD
2019-10-05T19:44:15,Adams-Barrows,health_fitness,22.42,Jeremy,Whitney,M,0371 Aimee Neck Suite 856,Sacramento,CA,Magazine features editor,CAD
2019-10-06T12:15:34,Gibson-Deckow,entertainment,21.2,William,Johnson,M,50843 Vincent Mission,South Londonderry,VT,Scientific laboratory technician,CAD
2019-11-18T22:29:56,Daugherty LLC,kids_pets,11.26,Emily,Hall,F,8851 Reese Neck,Basye,VA,"Engineer, mining",CAD
2019-12-15T14:31:27,"Hahn, Douglas and Schowalter",travel,7.3,Sheri,Thomas,F,019 Kimberly Light Apt. 039,Kings Bay,GA,Naval architect,CAD
2019-01-15T00:08:40,"Heathcote, Yost and Kertzmann",shopping_net,7.57,Christopher,Henry,M,1198 Robert Stravenue Apt. 479,Armonk,NY,Television/film/video producer,CAD
2019-04-28T13:49:38,Deckow-Dare,food_dining,6.14,Matthew,Russell,M,168 Michael Coves Suite 343,June Lake,CA,Health service manager,CAD
2019-06-22T15:13:33,"Walter, Hettinger and Kessler",personal_care,76.3,Collin,Brown,M,995 Benjamin Bypass,Du Pont,GA,Advertising account executive,CAD
2019-09-12T17:41:00,Pouros-Conroy,shopping_pos,13.88,Danielle,Evans,F,76752 David Lodge Apt. 064,Breesport,NY,Psychotherapist,USD
2019-12-21T07:27:00,"Bernhard, Grant and Langworth",shopping_pos,634.22,Kristin,Williams,F,36366 Smith Road,Miamisburg,OH,"Investment banker, corporate",USD
2019-09-09T19:35:03,Volkman PLC,food_dining,61.56,Robert,Evans,M,01892 Patricia Vista Apt. 828,Sachse,TX,Site engineer,CAD
2019-07-18T03:46:45,Kerluke Inc,misc_net,264.52,Christine,Leblanc,F,5097 Jodi Vista Suite 811,Deltona,FL,Commercial horticulturist,CAD
2020-05-24T17:03:57,Medhurst Inc,home,8.71,Christopher,Cummings,M,478 George Course Apt. 056,Sprague,NE,Chiropodist,CAD
2019-07-16T04:54:34,"Greenholt, Jacobi and Gleason",gas_transport,96.25,Christine,Burns,F,343 Hannah Parkway,Comfort,WV,Fine artist,CAD
2019-04-10T18:54:01,Block Group,misc_pos,4.07,Christine,Harris,F,29606 Martinez Views Suite 653,Hinesburg,VT,Claims inspector/assessor,CAD
2020-02-15T18:55:11,"Berge, Kautzer and Harris",personal_care,22.72,Rita,Myers,F,75703 Hernandez Corner Suite 348,Tampa,FL,Waste management officer,CAD
2019-05-29T07:56:18,Dach-Nader,misc_net,133.33,Nathan,Thomas,M,4923 Campbell Pines Suite 717,Carlisle,IN,Energy engineer,CAD
2019-05-13T02:14:50,Keeling-Crist,misc_pos,31.68,Ana,Mccormick,F,4503 Patricia Route,Meridian,ID,Intelligence analyst,CAD
2019-10-27T17:24:39,Dare-Marvin,entertainment,2.31,Nicholas,Mcmahon,M,2123 Jonathan Falls Suite 753,Heiskell,TN,"Geologist, wellsite",CAD
2019-09-01T04:46:52,"Kutch, Hermiston and Farrell",gas_transport,50.6,Kayla,Sutton,F,010 Weaver Land,Carlotta,CA,"Therapist, occupational",USD
2020-05-28T02:14:38,Barrows PLC,shopping_pos,1.03,Kelly,Zimmerman,F,1893 Katie Tunnel,Westerville,NE,Product designer,CAD
2020-01-18T15:23:54,Champlin and Sons,home,114.68,Kimberly,Rice,F,63991 Destiny Rue Apt. 651,Tyler,TX,Sports development officer,CAD
2019-07-03T12:22:31,Tromp Group,travel,6.81,Aaron,Stewart,M,400 Zuniga Pine,Winthrop,ME,Advertising account planner,CAD
2019-01-27T09:25:13,Beier-Hyatt,shopping_pos,1.49,Amanda,Jones,F,7320 Jennifer Forges,Queenstown,MD,Maintenance engineer,USD
2019-07-06T16:27:26,Leannon-Ward,food_dining,70.49,Johnny,Bennett,M,321 Camacho Causeway,Boonton,NJ,"Psychologist, sport and exercise",USD
2020-01-13T06:47:51,Kilback LLC,grocery_pos,141.41,Kristina,Lewis,F,5449 Brandi Heights Apt. 111,Tulsa,OK,Bookseller,CAD
2019-02-12T03:35:52,Bruen-Yost,misc_pos,6.73,Mckenzie,Brooks,F,3872 Matthew Skyway,Paris,MS,"Administrator, local government",CAD
2019-09-09T13:01:26,"Torp, Muller and Borer",health_fitness,48.41,Kelly,Zimmerman,F,1893 Katie Tunnel,Westerville,NE,Product designer,USD
2019-05-30T12:44:43,Eichmann-Kilback,home,15.17,Helen,Campbell,F,182 Sergio Summit Apt. 129,Browning,MO,Cytogeneticist,USD
2019-10-31T23:59:34,Gaylord-Powlowski,home,59.19,Leslie,Ford,F,4938 Hatfield Course,Henderson,WV,Building services engineer,CAD
2019-12-31T20:17:56,"Weimann, Kuhic and Beahan",shopping_pos,9.66,Angela,Hodges,F,08236 Kim Hill,Indianapolis,IN,Firefighter,CAD
2019-10-21T07:21:30,Kris-Padberg,shopping_pos,8.9,Brittany,Cox,F,07177 William Dale Apt. 547,Santa Monica,CA,"Civil engineer, contracting",USD
2019-05-08T18:57:12,Kihn Inc,shopping_pos,5.43,James,Stephens,M,1166 Castillo Mountains,Ruckersville,VA,"Designer, ceramics/pottery",CAD
2019-07-15T12:51:39,"Walter, Hettinger and Kessler",personal_care,85.28,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,Physiological scientist,CAD
2019-08-05T22:40:44,"Lang, Towne and Schuppe",kids_pets,45.68,Joshua,Cohen,M,426 Mark Ports,Brooklin,ME,"Loss adjuster, chartered",CAD
2019-02-11T15:20:55,Bogisich-Weimann,kids_pets,194.43,Jeffrey,Vargas,M,478 Alexandria Mount,Bolton,NC,"Engineer, biomedical",USD
2020-05-16T03:27:56,Conroy-Emard,food_dining,35.73,Jodi,Foster,F,551 Zachary Freeway,Bailey,NC,Call centre manager,CAD
2019-03-09T21:24:18,Jakubowski Group,food_dining,11.64,Juan,Sherman,M,5939 Garcia Forges Suite 297,San Antonio,TX,Land,CAD
2019-04-23T03:28:49,Mraz-Herzog,gas_transport,75.75,Andrew,Mcgee,M,4130 Tiffany Glen Apt. 562,San Antonio,TX,Exhibition designer,CAD
2019-07-26T07:59:51,Koepp-Witting,grocery_pos,73.31,Jonathan,Castro,M,200 Christie Mills Apt. 307,Andrews,NC,Retail buyer,CAD
2019-12-03T21:19:43,"Torp, Muller and Borer",health_fitness,8.65,Lisa,Hendrix,F,35737 Kirby Fall Suite 409,Vanderbilt,PA,Physiotherapist,USD
2020-01-05T15:47:44,"Durgan, Gislason and Spencer",home,93.82,Thomas,Cross,M,7566 Thompson Creek Apt. 827,Elkhart,IA,Trading standards officer,CAD
2019-12-22T15:49:34,"Bernhard, Grant and Langworth",shopping_pos,767.08,Tammy,Ayers,F,1652 James Mews,Hinckley,OH,Medical sales representative,CAD
2019-01-11T14:46:18,"Lowe, Dietrich and Erdman",kids_pets,6.34,Donna,Moreno,F,32301 Albert River Suite 364,Ronceverte,WV,Statistician,CAD
2020-04-05T08:47:37,"Reilly, Heaney and Cole",gas_transport,60.34,Gina,Gomez,F,72030 Shelton Crossing Apt. 742,Stirling,NJ,Science writer,CAD
2019-08-20T22:21:12,Ziemann-Waters,health_fitness,13.96,James,Leon,M,826 Benjamin Stravenue,Alexandria,VA,"Scientist, biomedical",CAD
2019-07-06T01:35:13,Hudson-Ratke,grocery_pos,151.93,Alex,White,M,874 Fred Knolls Apt. 609,Orient,NY,Video editor,CAD
2020-06-06T14:07:20,Kassulke Inc,entertainment,79.96,Adam,Riddle,M,27718 Mason Bypass,Mount Saint Joseph,OH,Exhibition designer,CAD
2020-02-07T00:55:05,"Bernier, Volkman and Hoeger",misc_net,187.27,Michael,Olson,M,558 Michael Estates,Luray,MO,Town planner,CAD
2019-08-04T22:11:59,"Streich, Dietrich and Barton",shopping_net,54.82,Jacqueline,Caldwell,F,54220 April Union Suite 403,Riverview,MI,Writer,CAD
2020-03-30T07:18:40,"Stanton, Jakubowski and Baumbach",shopping_net,102.57,Adam,Mcdonald,M,997 Cameron Meadow Apt. 980,South Hero,VT,Transport planner,CAD
2020-06-21T08:17:17,Berge LLC,gas_transport,53.13,Cassandra,Nunez,F,9572 Austin Forge Suite 612,Clay Center,OH,Insurance underwriter,USD
2020-03-17T15:04:16,Fisher-Schowalter,shopping_net,371.05,Erin,Chavez,F,3379 Williams Common,Littleton,CO,Water engineer,CAD
2019-04-27T03:20:53,Williamson LLC,misc_pos,1.67,Margaret,Mendez,F,7952 Karen Pike,De Soto,KS,Chief Executive Officer,CAD
2019-04-29T02:19:17,"Schuppe, Nolan and Hoeger",shopping_pos,711.0,Alicia,Hawkins,F,507 John Overpass Suite 424,Harwood,MD,Quantity surveyor,CAD
2019-06-30T06:57:27,DuBuque LLC,grocery_pos,37.04,David,Everett,M,4138 David Fall,Morrisdale,PA,Advice worker,CAD
2019-03-22T15:50:34,Gaylord-Powlowski,home,15.34,Janet,Turner,F,0925 Lang Extensions,Shields,ND,Film/video editor,CAD
2019-03-25T07:00:29,O'Keefe-Hudson,grocery_pos,85.63,Jeffrey,Vargas,M,478 Alexandria Mount,Bolton,NC,"Engineer, biomedical",USD
2020-01-31T02:06:23,"Jenkins, Hauck and Friesen",gas_transport,62.49,Nathan,Martinez,M,586 Thomas Cliffs,Oconto Falls,WI,Mining engineer,CAD
2019-02-28T23:39:40,Auer LLC,personal_care,45.14,Alicia,Mitchell,F,125 Kristen Dale,Grand Ridge,FL,Art gallery manager,USD
2020-01-13T03:57:17,DuBuque LLC,grocery_pos,135.74,Zachary,Allen,M,69252 Oconnor Alley Apt. 153,Ollie,IA,Commercial horticulturist,CAD
2019-01-19T17:03:08,Pacocha-Weissnat,kids_pets,87.23,Gail,Weaver,F,979 Stewart Lake,New Ellenton,SC,Biomedical scientist,CAD
2019-04-25T15:46:10,Kris-Kertzmann,travel,3.9,Charles,Robles,M,3337 Lisa Divide,Saint Petersburg,FL,"Engineer, land",USD
2019-08-14T14:37:32,Pacocha-Bauch,shopping_pos,3.06,Kristina,Stewart,F,47029 Jimmy Tunnel Apt. 106,Newhall,CA,Health physicist,CAD
2019-05-05T20:46:13,Stamm-Rodriguez,misc_pos,6.19,Randy,Murphy,M,0356 Sarah Light,Ballwin,MO,"Engineer, communications",CAD
2019-12-21T09:02:48,"Jenkins, Hauck and Friesen",gas_transport,54.19,Rebecca,Conley,F,181 Moreno Light Apt. 215,Tomahawk,WI,Seismic interpreter,CAD
2019-07-26T15:08:51,"Gottlieb, Considine and Schultz",shopping_net,2.44,Breanna,Rodriguez,F,118 Cabrera Springs Apt. 105,Lanark Village,FL,Television production assistant,CAD
2019-07-15T08:06:02,Kiehn Inc,grocery_pos,116.37,Vincent,Cain,M,64851 Cole Turnpike,Hartford,AL,Jewellery designer,CAD
2019-11-25T20:21:36,Volkman PLC,food_dining,66.21,Patrick,Vaughan,M,651 Miller Common,Parsonsfield,ME,Audiological scientist,CAD
2020-04-03T21:28:53,Jakubowski Group,food_dining,67.29,Christopher,Rodgers,M,30587 Fox Shores Apt. 627,Fenelton,PA,Communications engineer,CAD
2019-04-04T03:17:15,Kling Inc,gas_transport,66.45,Lindsay,Wilson,F,7618 Gonzales Mission,Centerview,MO,Electronics engineer,CAD
2019-09-21T04:06:50,Friesen-D'Amore,gas_transport,61.29,Jacqueline,Curry,F,3047 Jeff Place,Marathon,TX,Lexicographer,USD
2019-07-30T03:18:55,"Nitzsche, Kessler and Wolff",shopping_pos,142.46,Joe,Howard,M,109 Brian Lights Apt. 504,Shippingport,PA,Secretary/administrator,CAD
2020-04-05T06:13:29,Koepp-Witting,grocery_pos,104.64,Ian,Patton,M,8088 Sherman Radial Suite 689,Helm,CA,Early years teacher,CAD
2020-01-24T18:07:08,Bogisich-Weimann,kids_pets,26.41,Angela,Hodges,F,08236 Kim Hill,Indianapolis,IN,Firefighter,CAD
2019-03-23T00:58:54,Heller-Langosh,gas_transport,68.96,Julie,Sanchez,F,916 Charles Road,Bowersville,OH,Quantity surveyor,USD
2020-03-26T17:35:50,Lubowitz-Walter,kids_pets,27.51,Jerry,Kelly,M,3539 Mckenzie Stream,Fairview,NJ,"Programmer, multimedia",CAD
2020-05-09T03:01:34,Kunde-Sanford,misc_net,1.03,Lawrence,Davis,M,7421 Serrano Lane Apt. 580,Powell,TN,"Teacher, special educational needs",CAD
2020-04-17T19:14:51,Zboncak LLC,food_dining,9.65,Cheryl,Ballard,F,248 James Squares Apt. 838,Halstad,MN,"Scientist, audiological",CAD
2019-06-15T17:34:34,Ebert-Daugherty,travel,7.67,Marcia,Molina,F,6744 Jimmy Extensions,Port Gibson,NY,Database administrator,CAD
2020-03-15T19:31:04,"Witting, Beer and Ernser",home,39.27,Angie,Jones,F,6970 Blake Trail,Clearwater,FL,"Geneticist, molecular",CAD
2019-12-07T12:35:34,Labadie LLC,personal_care,2.44,Teresa,Clark,F,1323 Derek Mission,Noonan,ND,Industrial/product designer,USD
2019-11-30T03:00:33,Herman Inc,misc_pos,41.13,Collin,Brown,M,995 Benjamin Bypass,Du Pont,GA,Advertising account executive,CAD
2019-09-01T08:48:18,Connelly PLC,food_dining,138.81,Catherine,Weber,F,74890 Rodriguez Springs Apt. 540,West Henrietta,NY,"Teacher, primary school",USD
2020-05-21T16:39:32,"Greenholt, O'Hara and Balistreri",shopping_net,24.98,Veronica,Burton,F,08932 Bonnie Stravenue,Bonita Springs,FL,Claims inspector/assessor,CAD
2020-01-13T20:49:14,Wilkinson Ltd,entertainment,89.47,Maria,Garcia,F,865 Thomas Village,Orangeburg,NY,Records manager,USD
2019-05-04T00:48:19,O'Keefe-Hudson,grocery_pos,53.15,Carlos,Chung,M,8957 Russell Key,Grant,AL,Curator,USD
2019-12-09T13:10:20,Leannon-Ward,food_dining,121.22,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,Sub,USD
2020-02-22T14:21:30,"Towne, Greenholt and Koepp",shopping_net,1.25,Frank,Foster,M,37910 Ward Lights,Shrewsbury,MA,English as a second language teacher,CAD
2019-02-05T10:32:33,Stiedemann Inc,misc_pos,29.24,Stanley,Dickson,M,078 Alex Fields,Smock,PA,Charity fundraiser,CAD
2019-11-23T13:33:37,Larkin Ltd,kids_pets,2.78,Christine,Best,F,68248 Deanna Land,Enola,AR,"Physicist, medical",CAD
2019-11-24T15:44:57,Kuphal-Toy,food_dining,57.21,Dorothy,Thomas,F,537 Rice Square Suite 040,Milford,OH,Hospital doctor,CAD
2020-04-16T23:46:39,Kuhn LLC,shopping_pos,9.46,Karen,Gordon,F,543 Ware Path Apt. 593,Utica,MO,Land/geomatics surveyor,USD
2019-08-06T02:49:12,Jast Ltd,shopping_net,97.43,John,Vega,M,4483 Sharp Ferry Apt. 468,Garfield,KS,Equality and diversity officer,CAD
2019-07-14T20:51:34,"Runolfsdottir, Mueller and Hand",entertainment,20.16,Kyle,James,M,621 Smith Hollow Apt. 738,Topeka,KS,Clinical cytogeneticist,USD
2019-02-03T20:00:09,Wuckert-Goldner,home,52.03,Christopher,Horn,M,956 Sanchez Highway,Mallie,KY,Facilities manager,CAD
2019-07-25T23:29:11,Eichmann-Kilback,home,40.95,John,Chandler,M,88325 Brandon Greens Apt. 477,Detroit,MI,Broadcast presenter,CAD
2019-11-22T16:17:27,"Swaniawski, Lowe and Robel",shopping_pos,6.71,Margaret,Gibson,F,382 Williams Stream Suite 197,Scotland,MD,Insurance underwriter,CAD
2019-06-28T23:36:53,Bode-Schuster,kids_pets,85.49,Vincent,Waller,M,9379 Vanessa Run Apt. 400,Lohrville,IA,Administrator,CAD
2019-07-13T18:28:10,Predovic Inc,shopping_net,6.44,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,Comptroller,CAD
2019-01-16T17:37:37,Terry Ltd,home,35.34,Christie,Williamson,F,519 Jerry Views,Avoca,IA,Engineering geologist,USD
2019-09-14T23:44:42,"Schoen, Nienow and Bauch",personal_care,81.77,Elizabeth,Glover,F,246 Stewart Green Suite 149,West Monroe,LA,"Radiographer, diagnostic",USD
2019-05-25T18:16:43,"Becker, Harris and Harvey",personal_care,19.12,Melissa,Phillips,F,5069 Scott Pass Apt. 654,Meadville,MS,"Therapist, horticultural",CAD
2019-07-11T20:17:42,"Graham, Hegmann and Hammes",food_dining,217.4,Jim,Johnson,M,868 Brady Mill Apt. 837,Gretna,LA,Biomedical scientist,CAD
2020-04-30T13:05:34,"Hyatt, Russel and Gleichner",health_fitness,11.61,Monica,Cohen,F,864 Reynolds Plains,Uledi,PA,Tree surgeon,CAD
2020-02-08T15:19:23,Fadel Inc,health_fitness,48.35,John,Robertson,M,209 Austin Stream Apt. 231,Indianapolis,IN,Academic librarian,USD
2020-06-01T09:18:04,"Schoen, Kuphal and Nitzsche",grocery_pos,94.58,Patricia,Mendoza,F,1683 Davidson Freeway,Mendon,UT,"Scientist, audiological",CAD
